Time	ItemId	UserId	SessionId
1430852150.13	577	175	503
1430852309.581	151	175	503
1430855004.282	30842	175	504
1430856379.139	4456	175	504
1430856580.474	83899	175	504
1430858257.322	5101	175	504
1430858314.919	5101	175	504
1430866775.349	7729	175	505
1430866827.736	6958	175	505
1430876210.466	147963	175	507
1430877179.491	66901	175	507
1430934558.874	147963	175	508
1430935623.987	5810	175	508
1430938856.846	599	175	509
1430938930.768	7267	175	509
1430938944.587	29307	175	509
1430939482.679	8785	175	509
1430939539.637	8785	175	509
1430940257.837	106563	175	509
1430940632.076	185330	175	509
1430940661.058	185330	175	509
1430940938.059	36007	175	509
1430943608.039	2503	175	510
1430943826.509	2503	175	510
1430944056.728	113155	175	510
1430962561.76	175865	175	513
1430963347.627	66318	175	513
1430963557.26	993	175	513
1430964381.747	17059	175	513
1430966752.333	2292	175	513
1430966821.795	84200	175	513
1430968147.493	11820	175	513
1431020919.977	11820	175	514
1431022719.796	184314	175	514
1431022737.95	9292	175	514
1431023632.062	1922	175	514
1431024227.458	14821	175	514
1431024274.624	14821	175	514
1431042781.17	17899	175	519
1431042815.382	17899	175	519
1431046126.124	20398	175	520
1431046576.902	20398	175	520
1431047361.167	5404	175	520
1431538974.922	1090	175	526
1431538981.175	13687	175	526
1431542257.185	14735	175	526
1431565843.109	64198	175	531
1431566078.544	64198	175	531
1431626591.804	70606	175	534
1431626612.077	70606	175	534
1431627334.751	7559	175	534
1431627388.5	11075	175	534
1431627545.852	1287	175	534
1431633110.733	21192	175	535
1431633786.591	21192	175	535
1431643450.796	7297	175	536
1431645223.636	28599	175	536
1431648068.771	1250	175	537
1431648151.85	39054	175	537
1431655906.492	9764	175	539
1431656156.635	9764	175	539
1431714562.987	15701	175	540
1431715440.616	82729	175	540
1431716460.8	31430	175	540
1431716561.138	31430	175	540
1431716575.828	31430	175	540
1431717485.841	175865	175	540
1431718203.759	50738	175	540
1431718274.191	50738	175	540
1431718778.703	133327	175	540
1431718798.927	133327	175	540
1431719281.763	8806	175	540
1431719377.102	7733	175	540
1431719462.768	599	175	540
1431719716.093	2454	175	540
1431721187.587	86924	175	540
1431721388.447	430	175	540
1431721540.611	430	175	540
1431721548.239	86924	175	540
1431721770.48	599	175	540
1431721883.346	7823	175	540
1431721935.909	599	175	540
1431722126.523	97463	175	540
1431723472.707	17534	175	540
1431723931.748	17534	175	540
1431728833.163	50738	175	541
1431728836.738	68599	175	541
1431735960.353	121732	175	542
1431736568.656	121732	175	542
1431737232.813	56167	175	542
1431737568.105	132985	175	542
1431737724.556	32408	175	542
1431738593.259	16271	175	542
1431738622.891	14795	175	542
1431739229.617	68599	175	542
1431739305.873	104490	175	542
1431739386.529	44422	175	542
1431739435.628	44422	175	542
1431739527.74	104490	175	542
1431983611.82	57530	175	546
1431983884.275	57530	175	546
1431984746.578	3238	175	546
1431985055.897	3238	175	546
1431985715.389	57530	175	546
1431993729.198	90839	175	548
1431993734.594	90839	175	548
1431994647.274	317	175	548
1431995778.049	10294	175	548
1431996142.612	9044	175	548
1431996169.423	40945	175	548
1431996637.658	184571	175	548
1432057424.387	185235	175	551
1432058315.532	121732	175	551
1432058493.988	132985	175	551
1432059476.188	93240	175	551
1432060519.865	5718	175	551
1432060568.463	2166	175	551
1432060576.061	5718	175	551
1432060728.671	2166	175	551
1432066490.419	599	175	553
1432066594.085	7267	175	553
1432066658.147	599	175	553
1432066818.56	2454	175	553
1432067172.986	80054	175	553
1432067416.083	192739	175	553
1432067827.328	104490	175	553
1432067851.308	44422	175	553
1432067943.104	104490	175	553
1432068324.38	15829	175	553
1432068436.064	2812	175	553
1432068500.191	191785	175	553
1432068564.293	317	175	553
1432068806.244	659	175	553
1432068968.23	6160	175	553
1432070937.171	47909	175	553
1432071119.9	178811	175	553
1432071141.579	4177	175	553
1432071400.316	92775	175	553
1432071502.132	92775	175	553
1432071600.068	12604	175	553
1432071880.681	200042	175	553
1432071882.16	90329	175	553
1432072200.55	81634	175	553
1432072323.86	81634	175	553
1432074738.0	106963	175	554
1432074746.869	106963	175	554
1432074784.383	106963	175	554
1432074802.486	178392	175	554
1432075130.88	4169	175	554
1432075442.998	259	175	554
1432077306.904	34770	175	554
1432077370.04	34770	175	554
1432077699.03	47909	175	554
1432078089.913	49595	175	554
1432078118.895	49595	175	554
1432078586.567	2775	175	554
1432078683.46	2775	175	554
1432090189.16	82729	175	556
1432090313.695	82729	175	556
1432090618.437	2330	175	556
1432143871.184	27496	175	557
1432146589.725	1397	175	557
1432161078.987	954	175	559
1432161650.909	13337	175	559
1432234544.212	14723	175	562
1432234683.773	18171	175	562
1432234761.298	6993	175	562
1432235064.354	21806	175	562
1432235263.703	21806	175	562
1432235588.038	6993	175	562
1432236554.801	2211	175	562
1432238504.445	3889	175	562
1432323132.273	197283	175	564
1432323157.451	197539	175	564
1432324638.52	1982	175	564
1432334558.696	10793	175	565
1432334786.554	10793	175	565
1432336160.393	2150	175	565
1432580959.334	7738	175	569
1432581092.113	6898	175	569
1432582573.792	4169	175	569
1432582982.674	4169	175	569
1432583031.1	35205	175	569
1432584758.265	10019	175	569
1432585869.524	155833	175	569
1432586374.196	155833	175	569
1432587218.754	42718	175	569
1432587318.893	5493	175	569
1432587468.073	19764	175	569
1432587495.489	33603	175	569
1432588093.47	45535	175	569
1432588117.556	90055	175	569
1432588808.891	34770	175	569
1432596529.801	42232	175	571
1432596796.926	12820	175	571
1432598394.089	12820	175	571
1432598919.546	42232	175	571
1432601209.702	51724	175	571
1432601374.812	3281	175	571
1432603518.342	5314	175	571
1432604300.322	33603	175	571
1432604337.543	33603	175	571
1432604350.875	17534	175	571
1432607448.446	128174	175	572
1432608305.295	82817	175	572
1432608548.979	82817	175	572
1432663673.37	12576	175	573
1432664621.939	639	175	573
1432665048.646	11062	175	573
1432683530.383	3889	175	575
1432683789.697	368	175	575
1432685585.345	3005	175	575
1432693801.634	30381	175	576
