Time	ItemId	UserId	SessionId
1433123861.272	164	24	48
1433125453.005	164	24	48
1433125669.278	164	24	48
1433126626.421	164	24	48
1433126892.207	164	24	48
1433128792.014	35	24	48
1433128922.199	4284	24	48
1433129566.688	4514	24	48
1433129740.484	164	24	48
1433129826.391	164	24	48
1433232857.888	164	24	49
1433233157.818	164	24	49
1433234003.944	23	24	49
1433234868.625	34	35	67
1433234935.17	34	35	67
1433235444.638	34	35	67
1433235688.005	34	35	67
1433235973.481	34	35	67
1433236757.782	34	35	67
1433236777.083	34	35	67
1433236795.741	34	35	67
1433236883.071	34	35	67
1433237271.227	34	35	67
1433234841.294	63	63	113
1433235122.223	63	63	113
1433097221.745	6394	102	211
1433097931.6	2230	102	211
1433098473.002	23	102	211
1433098493.469	2230	102	211
1433098547.102	2230	102	211
1433099285.857	2230	102	211
1433099400.103	956	102	211
1433099781.24	16284	102	211
1433131245.433	956	102	212
1433132056.441	2230	102	212
1433132223.824	2230	102	212
1433132375.267	2230	102	212
1433133698.774	35342	102	212
1433134450.838	13782	102	212
1433135309.124	13782	102	212
1433135326.389	2230	102	212
1433137058.893	2230	102	212
1433142480.671	6394	102	213
1433142769.705	6394	102	213
1433230588.894	108	102	214
1433230759.283	108	102	214
1433230879.458	108	102	214
1433231032.291	108	102	214
1433231098.568	12382	102	214
1433231195.924	10774	102	214
1433231246.969	10774	102	214
1433231398.812	494	102	214
1433231490.974	494	102	214
1433231527.235	494	102	214
1433232057.573	8580	102	214
1433232076.798	8580	102	214
1433232540.333	108	102	214
1433232574.48	108	102	214
1433232581.226	108	102	214
1433232971.207	108	102	214
1433232696.102	110	104	219
1433232741.632	110	104	219
1433233076.276	110	104	219
1433907249.376	110	104	223
1433907277.794	110	104	223
1433040453.864	34277	106	233
1433040577.95	62496	106	233
1433041679.656	62496	106	233
1433044985.77	62496	106	234
1433046010.182	62496	106	234
1433046313.278	62496	106	234
1433102918.395	112	106	235
1433102928.641	112	106	235
1433133736.226	8596	106	236
1433135408.691	7249	106	236
1433136794.949	8260	106	236
1433136850.419	19574	106	236
1433137003.378	2761	106	236
1433137075.622	6062	106	236
1433137152.195	6062	106	236
1433137382.54	4853	106	236
1433137573.065	460	106	236
1433137630.853	6034	106	236
1433137830.46	1819	106	236
1433137937.353	1506	106	236
1433137980.567	930	106	236
1433138052.667	5078	106	236
1433230615.032	6034	106	237
1433230851.727	460	106	237
1433230885.837	7106	106	237
1433230929.631	12406	106	237
1433232480.753	6034	106	237
1433233401.718	6062	106	237
1433233530.014	12406	106	237
1433233612.329	8596	106	237
1433233697.013	112	106	237
1433234079.197	6062	106	237
1433234173.951	2761	106	237
1433234228.693	2761	106	237
1433233178.905	1293	110	252
1433233196.866	2549	110	252
1432970379.387	161	150	468
1432971287.538	161	150	468
1433203862.443	178	163	482
1433204305.025	178	163	482
1433204334.194	178	163	482
1433204381.95	178	163	482
1433203353.973	6131	175	596
1433203413.057	6131	175	596
1433203427.499	6131	175	596
1433205872.201	5118	175	596
1433206007.191	5118	175	596
1433206687.883	2629	175	596
1433206726.503	2629	175	596
1433207032.95	2393	175	596
1433276083.493	4070	175	602
1433276218.391	4910	175	602
1433276536.43	14545	175	602
1433276564.502	14812	175	602
1433276630.766	14812	175	602
1433276738.701	14812	175	602
1433276852.699	14765	175	602
1433277767.007	4099	175	602
1433277800.421	2400	175	602
1433278674.745	3274	175	602
1433301910.533	775	175	605
1433302132.953	775	175	605
1433302172.804	775	175	605
1433354633.844	12537	175	606
1433355612.566	814	175	606
1433356580.657	163	175	606
1433359872.222	24791	175	607
1433361312.838	20952	175	607
1433361445.127	20952	175	607
1433361554.495	20952	175	607
1433361683.715	20952	175	607
1433361802.693	20952	175	607
1433365050.009	4424	175	608
1433366789.56	9434	175	608
1433367457.681	475	175	608
1433367487.082	10047	175	608
1433367785.115	475	175	608
1433367899.602	3084	175	608
1433380026.349	430	175	611
1433382158.616	2336	175	611
1433382464.661	2336	175	611
1433441362.152	13449	175	613
1433441378.907	27566	175	613
1433443968.889	499	175	614
1433445992.434	1378	175	614
1433466587.19	15863	175	619
1433466657.601	15863	175	619
1433466692.605	15863	175	619
1433466693.637	15863	175	619
1433467157.963	15863	175	619
1433525813.01	7500	175	622
1433527556.492	12913	175	622
1433527639.952	12913	175	622
1433527642.456	4653	175	622
1433529473.733	23144	175	623
1433530077.985	2569	175	623
1433530209.345	2569	175	623
1433530694.075	4099	175	623
1433534039.149	15612	175	624
1433534140.131	15612	175	624
1433534296.777	14141	175	624
1433534349.801	14141	175	624
1433534482.537	14141	175	624
1433534489.958	164	175	624
1433535120.437	1976	175	624
1433535607.762	1976	175	624
1433535625.844	1976	175	624
1433535644.506	1976	175	624
1433535682.373	4545	175	624
1433535799.431	1976	175	624
1433535847.972	2970	175	624
1433535896.709	11896	175	624
1433536047.602	5118	175	624
1433536900.484	599	175	624
1433537694.414	4376	175	624
1433537768.769	2569	175	624
1433538100.171	9521	175	624
1433539239.993	599	175	624
1433539596.355	5118	175	624
1433543465.32	37960	175	625
1433543493.124	5118	175	625
1433547675.196	31756	175	626
1433549261.959	1694	175	626
1433549289.594	13392	175	626
1433549345.905	24644	175	626
1433550150.435	1694	175	626
1433550168.282	24644	175	626
1433551221.248	19025	175	626
1433553343.907	11180	175	627
1433554191.366	599	175	627
1433809764.182	51638	175	635
1433810801.187	599	175	635
1433810873.125	422	175	635
1433814282.92	17328	175	636
1433816056.105	25061	175	636
1433818473.302	17328	175	637
1433819687.981	3982	175	637
1433819947.466	37719	175	637
1433871968.325	32084	175	638
1433871975.461	32113	175	638
1433872809.716	32084	175	638
1433873403.429	9627	175	638
1433875206.545	33127	175	638
1433876243.17	784	175	638
1433876682.874	27046	175	638
1433878049.069	17328	175	638
1433878766.96	4200	175	638
1433879483.994	1994	175	638
1433879555.219	1994	175	638
1433879571.922	1994	175	638
1433879760.943	26187	175	638
1433879796.975	24980	175	638
1433880644.566	27066	175	638
1433880658.128	799	175	638
1433880695.801	17649	175	638
1433880938.654	799	175	638
1433881630.831	24394	175	638
1433882753.023	4800	175	638
1433882804.593	4800	175	638
1433883755.61	4800	175	638
1433884233.571	2092	175	638
1433884276.926	1254	175	638
1433884531.51	57313	175	638
1433884642.041	57313	175	638
1433886111.033	8164	175	638
1433886175.407	8164	175	638
1433886410.511	8164	175	638
1433889369.315	23815	175	639
1433889525.557	23815	175	639
1433889644.188	23815	175	639
1433892496.21	1254	175	639
1433893420.865	12442	175	639
1433894698.237	8059	175	639
1433894942.17	15417	175	639
1433894965.863	6617	175	639
1433894978.509	15417	175	639
1433895022.345	37823	175	639
1433895086.365	37823	175	639
1433895720.889	8300	175	639
1433896009.847	23773	175	639
1433902075.141	33034	175	640
1433902168.397	33034	175	640
1433902197.928	34327	175	640
1433902611.9	31363	175	640
1433902769.948	31391	175	640
1433903710.519	7283	175	640
1433903739.222	47649	175	640
1433967136.65	31363	175	643
1433967153.913	31391	175	643
1433968708.554	31363	175	643
1433968713.88	31391	175	643
1433983365.778	8819	175	646
1433983538.691	8819	175	646
1433984101.373	18059	175	646
1433984145.789	18059	175	646
1433984263.906	18059	175	646
1433985280.226	4189	175	646
1433985525.965	1902	175	646
1433985543.644	3695	175	646
1433986646.043	6700	175	646
1433988321.202	11757	175	646
1433988523.806	475	175	646
1433988724.117	21780	175	646
1433988748.32	11757	175	646
1433988770.492	7560	175	646
1433989021.175	2767	175	646
1433989057.738	2767	175	646
1433989207.147	2767	175	646
1434050178.854	51960	175	648
1434050587.674	15645	175	648
1434051434.83	44213	175	648
1434055301.558	65442	175	649
1434055996.247	1480	175	649
1434056074.338	18926	175	649
1434056125.954	18926	175	649
1434056320.714	18707	175	649
1434076237.488	39419	175	652
1434076283.048	39419	175	652
1434076504.132	39419	175	652
1434076999.983	176	175	652
1434392085.032	2595	175	654
1434392181.208	2595	175	654
1434393439.231	7919	175	654
1434393505.8	107	175	654
1434393527.592	519	175	654
1434393540.425	17053	175	654
1434393555.182	2523	175	654
1434393569.657	2507	175	654
1434393598.55	4770	175	654
1434393614.595	7919	175	654
1434393632.185	4461	175	654
1434393890.589	9035	175	654
1434394470.821	1186	175	654
1434394698.534	42231	175	654
1434396999.349	23815	175	654
1434412542.471	65523	175	658
1434412557.041	65722	175	658
1434412874.799	2587	175	658
1434414844.707	18667	175	658
1434418624.475	57341	175	659
1434418870.248	57341	175	659
1434420389.62	76031	175	659
1434420393.323	9035	175	659
1434420394.244	9035	175	659
1434420396.892	76031	175	659
1434420515.61	76031	175	659
1434421807.368	2113	175	659
1434478965.223	31391	175	661
1434480141.264	31363	175	661
1434481689.724	44213	175	661
1434491891.359	6305	175	662
1434491924.03	6681	175	662
1434491941.361	6305	175	662
1434491959.245	4404	175	662
1434494832.352	2261	175	663
1434494905.277	51738	175	663
1434497766.593	80488	175	663
1434499543.755	32463	175	663
1434499607.381	32463	175	663
1434500297.286	32463	175	663
1434500425.764	29609	175	663
1434502378.251	65606	175	663
1434502514.647	75641	175	663
1434502975.887	65606	175	663
1434503321.882	27782	175	663
1434505398.522	60843	175	663
1434505438.263	60843	175	663
1434505572.851	60843	175	663
1434505610.245	60843	175	663
1434564953.674	65554	175	664
1434565225.813	24462	175	664
1434565288.635	406	175	664
1434567651.525	1407	175	664
1434567956.675	930	175	664
1434567986.793	16573	175	664
1434568002.6	930	175	664
1434568038.57	930	175	664
1434568057.874	5078	175	664
1434568926.11	74025	175	664
1434568932.009	74025	175	664
1434570261.837	22940	175	664
1434572749.622	10242	175	665
1434573235.284	31363	175	665
1434575904.295	10482	175	665
1434576195.06	8197	175	665
1434576208.035	28717	175	665
1434576227.245	28717	175	665
1434576440.204	74355	175	665
1434576721.985	65606	175	665
1434577412.616	58330	175	665
1434577461.279	58330	175	665
1434577483.908	58330	175	665
1434577751.284	22940	175	665
1434577790.862	22940	175	665
1434581783.529	10885	175	666
1434581859.744	19742	175	666
1434582340.197	19742	175	666
1434583190.76	29458	175	666
1434583444.756	61863	175	666
1434583586.525	61863	175	666
1434589466.571	64338	175	668
1434589972.837	62929	175	668
1434590490.808	2668	175	668
1434592070.972	4261	175	668
1434592145.956	4261	175	668
1434594754.637	65731	175	669
1434594953.322	26758	175	669
1434594973.517	72112	175	669
1434651220.172	31912	175	670
1434651302.62	81277	175	670
1434654643.398	317	175	671
1434654674.918	317	175	671
1434654847.671	317	175	671
1434654946.83	8493	175	671
1434655831.917	49803	175	671
1434656160.065	80597	175	671
1434656183.316	80597	175	671
1434656217.935	49803	175	671
1434656220.434	49803	175	671
1434656365.372	49803	175	671
1434656365.372	80597	175	671
1434657960.761	428	175	671
1434657981.027	428	175	671
1434661665.629	578	175	672
1434661837.111	13534	175	672
1434663533.979	10234	175	672
1434663733.195	2317	175	672
1434664502.437	51363	175	672
1434670645.288	24387	175	673
1434670722.1	28393	175	673
1434670871.674	28393	175	673
1434738562.1	21994	175	677
1434739799.647	21836	175	677
1434748231.393	27244	175	680
1434748793.166	27244	175	680
1434753044.587	27244	175	681
1434753088.642	29541	175	681
1434753268.406	27244	175	681
1434754580.794	27244	175	681
1434757220.583	22922	175	681
1433181971.829	2374	177	769
1433181990.534	769	177	769
1433182334.393	1155	177	769
1433182338.523	1155	177	769
1433182433.764	1017	177	769
1433182881.52	751	177	769
1433182896.642	5374	177	769
1433203929.773	6194	177	771
1433204335.886	192	177	771
1433204792.715	321	177	771
1433204812.214	3543	177	771
1433204817.996	1155	177	771
1433204885.604	2576	177	771
1433204972.768	2576	177	771
1433204976.785	2576	177	771
1433204983.353	2576	177	771
1433205116.927	2576	177	771
1433205392.016	3543	177	771
1433205406.533	1155	177	771
1433205782.814	1115	177	771
1433206270.176	13449	177	771
1433206696.355	599	177	771
1433206711.714	6160	177	771
1433207299.765	3254	177	771
1433207617.821	1069	177	771
1433207725.412	1254	177	771
1433207798.835	7673	177	771
1433207801.741	1254	177	771
1433208247.841	2557	177	771
1433208249.841	929	177	771
1433208251.075	449	177	771
1433208379.417	6194	177	771
1433208454.492	5708	177	771
1433202536.243	6177	187	788
1433203738.939	202	187	788
1433202073.878	3648	191	797
1433202601.67	3648	191	797
1433203201.521	206	191	797
1433203475.114	206	191	797
1433625543.206	2477	191	798
1433627193.373	6825	191	798
1433200779.993	83	192	844
1433201320.145	207	192	844
1433201333.176	1792	192	844
1433201337.237	8700	192	844
1433201338.097	2676	192	844
1433201345.914	1621	192	844
1433201591.341	1621	192	844
1433201663.961	392	192	844
1433204733.714	207	192	845
1433204977.067	207	192	845
1433205074.524	1792	192	845
1433205153.814	1621	192	845
1433205302.406	392	192	845
1433205380.456	2676	192	845
1433206580.707	207	192	845
1433206580.769	1792	192	845
1433206582.286	207	192	845
1433206583.005	1792	192	845
1433206609.001	1621	192	845
1433206615.329	1621	192	845
1433206632.615	392	192	845
1433206636.63	392	192	845
1433206638.849	2676	192	845
1433206650.288	2676	192	845
1433366240.831	9895	192	848
1433366459.929	393	192	848
1433367895.922	664	192	848
1433368199.045	9861	192	848
1433368792.328	5526	192	848
1433467790.494	13227	192	850
1433468816.117	2907	192	850
1433804161.354	5373	192	852
1433804163.064	5373	192	852
1433804193.833	5373	192	852
1433878957.755	11230	192	853
1433878967.724	16043	192	853
1433878976.724	6947	192	853
1433878991.685	23392	192	853
1433878998.654	8207	192	853
1433879018.67	5003	192	853
1433883192.474	11230	192	854
1433883200.264	11230	192	854
1433883200.844	16043	192	854
1433883204.737	16043	192	854
1433883213.962	5003	192	854
1433883219.743	5003	192	854
1433883332.756	5003	192	854
1433883913.427	5003	192	854
1433883922.765	8207	192	854
